ScientificName;AphiaID;Synonym;SynonymID;Kingdom;Phylum;Class;Order;Family;Genus;locality;locationID;higherGeography;higherGeographyID;recordStatus;typeStatus;establishmentMeans;invasiveness;occurrence;decimalLatitude;decimalLongitude;qualityStatus
Potamopyrgus jenkinsi;153760;Potamopyrgus jenkinsi;153760;Animalia;Mollusca;Gastropoda;Littorinimorpha;Tateidae;Potamopyrgus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Pseudodactylogyrus anguillae;119498;Pseudodactylogyrus anguillae;119498;Animalia;Platyhelminthes;Monogenea;Dactylogyridea;Pseudodactylogyridae;Pseudodactylogyrus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Pseudodactylogyrus bini;119499;Pseudodactylogyrus bini;119499;Animalia;Platyhelminthes;Monogenea;Dactylogyridea;Pseudodactylogyridae;Pseudodactylogyrus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Euxinia baltica;142883;Euxinia baltica;142883;Animalia;Platyhelminthes;NA;Prolecithophora;Pseudostomidae;Euxinia;Germany;http://marineregions.org/mrgid/2101;NA;NA;valid;holotype;NA;NA;NA;54.583332;10.583333;checked
Chrysochromulina polylepis;115127;Chrysochromulina polylepis;115127;Chromista;Haptophyta;Coccolithophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;North Sea;http://marineregions.org/mrgid/2350;NA;NA;valid;holotype;NA;NA;NA;50.183333333333;-4.2166666666667;trusted
Prymnesium polylepis;670030;Chrysochromulina polylepis;115127;Chromista;Haptophyta;Coccolithophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;North Sea;http://marineregions.org/mrgid/2350;NA;NA;valid;holotype;NA;NA;NA;50.183333333333;-4.2166666666667;trusted
Bacteriastrum hyalinum;149119;Bacteriastrum hyalinum;149119;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Bacteriastrum;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros affinis;149241;Chaetoceros schuttii;149625;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros borealis;149124;Chaetoceros borealis;149124;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros cinctus;149622;Chaetoceros cinctus;149622;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros compressus;149129;Chaetoceros compressus;149129;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros contortus;149623;Chaetoceros contortus;149623;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros crinitus;149171;Chaetoceros crinitus;149171;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros curvisetus;149221;Chaetoceros curvisetus;149221;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros danicus;149120;Chaetoceros danicus;149120;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros debilis;149219;Chaetoceros debilis;149219;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros decipiens;149126;Chaetoceros decipiens;149126;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros densus;149121;Chaetoceros densus;149121;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros diadema;149128;Chaetoceros diadema;149128;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros didymus;149122;Chaetoceros didymus;149122;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros fragilis;149173;Chaetoceros fragilis;149173;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros furcellatus;149624;Chaetoceros furcellatus;149624;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros gracilis;178204;Chaetoceros gracilis;178204;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros laciniosus;149228;Chaetoceros laciniosus;149228;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros neogracilis;178207;Chaetoceros gracilis;178204;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros pelagicus;149238;Chaetoceros pelagicus;149238;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros pseudocrinitus;149222;Chaetoceros pseudocrinitus;149222;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros pseudosimile;495211;Chaetoceros pseudosimilis;149172;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros pseudosimilis;149172;Chaetoceros pseudosimilis;149172;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros schuttii;149625;Chaetoceros schuttii;149625;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros similis;149127;Chaetoceros similis;149127;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros socialis;149123;Chaetoceros socialis;149123;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros teres;149125;Chaetoceros teres;149125;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chaetoceros willei;156625;Chaetoceros affinis var. willei;149242;Chromista;Heterokontophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Coscinodiscus centralis;149159;Coscinodiscus centralis;149159;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Coscinodiscus concinnus;148992;Coscinodiscus concinnus;148992;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Coscinodiscus pavillardii;149307;Coscinodiscus pavillardii;149307;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Coscinodiscus radiatus;149158;Coscinodiscus radiatus;149158;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Coscinodiscus wailesii;156632;Coscinodiscus wailesii;156632;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Stellarima stellaris;149653;Stellarima stellaris;149653;Chromista;Heterokontophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Stellarima;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Dinophysis acuminata;109603;Dinophysis acuminata;109603;Chromista;Myzozoa;Dinophyceae;Dinophysales;Dinophysaceae;Dinophysis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Dinophysis dens;109616;Dinophysis dens;109616;Chromista;Myzozoa;Dinophyceae;Dinophysales;Dinophysaceae;Dinophysis;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Dinophysis norvegica;109637;Dinophysis norvegica;109637;Chromista;Myzozoa;Dinophyceae;Dinophysales;Dinophysaceae;Dinophysis;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Dinophysis rotundata;162793;Dinophysis rotundata;162793;Chromista;Myzozoa;Dinophyceae;Dinophysales;Dinophysaceae;Dinophysis;North Sea;http://marineregions.org/mrgid/2350;NA;NA;valid;holotype;NA;NA;NA;NA;NA;trusted
Phalacroma rotundatum;156505;Dinophysis rotundata;162793;Chromista;Myzozoa;Dinophyceae;Dinophysales;Oxyphysaceae;Phalacroma;North Sea;http://marineregions.org/mrgid/2350;NA;NA;valid;holotype;NA;NA;NA;NA;NA;trusted
Gymnodinium aureolum;232716;Gyrodinium aureolum;109842;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Gymnodinium catenatum;109784;Gymnodinium catenatum;109784;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Gymnodinium fissum;162938;Gymnodinium fissum;162938;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;55.3300018310547;3;unreviewed
Gymnodinium mikimotoi;109813;Gymnodinium mikimotoi;109813;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Gymnodinium venator;547469;Amphidinium pellucidum;109748;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;West Coast of Scotland;http://marineregions.org/mrgid/14299;United Kingdom;http://marineregions.org/mrgid/2208;valid;NA;NA;NA;NA;NA;NA;unreviewed
Mesoporos perforatus;232516;Mesoporos perforatus;232516;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Mesoporos;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Prorocentrum cordatum;232376;Prorocentrum minimum;110304;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Prorocentrum micans;110303;Prorocentrum micans;110303;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Prorocentrum minimum;110304;Prorocentrum minimum;110304;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Prorocentrum redfieldii;110310;Prorocentrum redfieldii;110310;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Prorocentrum reticulatum;232323;Prorocentrum reticulatum;232323;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;North Sea;http://marineregions.org/mrgid/2350;NA;NA;valid;holotype;NA;NA;NA;NA;NA;trusted
Prorocentrum rhathymum;232298;Prorocentrum rhathymum;232298;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;St. Johns (United Kingdom Ward);http://marineregions.org/mrgid/770;NA;NA;valid;holotype;NA;NA;NA;NA;NA;trusted
Prorocentrum triestinum;110316;Prorocentrum triestinum;110316;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ascophyllum nodosum;145541;Ascophyllum nodosum;145541;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Ascophyllum;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus ceranoides;145542;Fucus ceranoides;145542;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus cottonii;371030;Fucus cottonii;371030;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus distichus;145544;Fucus distichus;145544;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus evanescens;145545;Fucus evanescens;145545;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Fucus serratus;145546;Fucus serratus;145546;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus spiralis;145547;Fucus spiralis;145547;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Fucus vesiculosus;145548;Fucus vesiculosus;145548;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Belgian Exclusive Economic Zone;http://marineregions.org/mrgid/3293;Belgium;http://marineregions.org/mrgid/14;valid;NA;NA;NA;NA;NA;NA;unreviewed
Pelvetia canaliculata;145550;Pelvetia canaliculata;145550;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Pelvetia;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Cystoseira tamariscifolia;145536;Cystoseira tamariscifolia;145536;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Ericaria selaginoides;1568393;Cystoseira tamariscifolia;145536;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Ericaria;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Halidrys siliquosa;145540;Halidrys siliquosa;145540;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Halidrys;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;NA;NA;NA;NA;NA;unreviewed
Sargassum muticum;494791;Sargassum muticum;494791;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Atlantic Europe;http://marineregions.org/mrgid/9230;NA;NA;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Sargassum vulgare;494801;Sargassum vulgare;494801;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Chattonella antiqua;233778;Chattonella antiqua;233778;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Chattonella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;doubtful;NA;NA;NA;NA;NA;NA;trusted
Chattonella marina;233780;Chattonella marina;233780;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Chattonella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Chattonella verruculosa;233782;Chattonella verruculosa;233782;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Chattonella;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Heterosigma akashiwo;160585;Heterosigma akashiwo;160585;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Fibrocapsa japonica;233761;Fibrocapsa japonica;233761;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Fibrocapsa;North Sea;http://marineregions.org/mrgid/2350;North Sea;http://marineregions.org/mrgid/2350;valid;NA;Alien;NA;NA;NA;NA;unreviewed
Codium adhaerens;145078;Codium adhaerens;145078;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;Codium;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Codium fragile;145086;Codium fragile;145086;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;Codium;Germany;http://marineregions.org/mrgid/2101;Germany;http://marineregions.org/mrgid/2101;valid;NA;Alien;Uncertain;Reported;NA;NA;trusted
Codium vermilara;145093;Codium vermilara;145093;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;Codium;North Sea;http://marineregions.org/mrgid/21912;NA;NA;valid;NA;NA;NA;NA;NA;NA;unreviewed
Cryptonemia hibernica;145239;Cryptonemia hibernica;145239;Plantae;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae;Cryptonemia;United Kingdom part of the English Channel;http://marineregions.org/mrgid/25217;English Channel;http://marineregions.org/mrgid/2389;valid;NA;Alien;Uncertain;Uncertain;NA;NA;trusted
